relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,19968,2977,0,11961,8007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.414761016,nan,nan,nan,nan,1,nan
0.099001169,20064,3216,0,12088,7976,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.266117096,18,0.000000000,nan,nan,nan,0.082109997,nan,nan,nan,nan,1,nan
0.199111462,19968,3044,0,12000,7968,16920,489,nan,nan,nan,nan,9018,7902,305,184,2.476466700,1.884571631,nan,nan,8.145332336,21,0.000000000,nan,nan,0.000000000,10.360835004,nan,nan,nan,nan,1,0.500000000
0.299040556,20064,3261,0,12148,7916,16799,499,313,311,186,125,8942,7857,309,190,2.483622177,1.802979064,69.742300609,328.304736666,7.922887802,19,0.000000000,nan,nan,0.000000000,17.310422030,5.961854011,0.147942046,0.821741007,6.740037003,1,0.500000000
0.399035692,19968,3188,0,12000,7968,16776,491,293,290,175,115,8873,7903,299,192,2.476584740,1.864045462,69.126758929,335.528631013,7.870197296,22,0.000000000,nan,nan,0.000000000,10.306491982,2.720175951,0.060212973,0.289495976,3.041104996,1,0.500000000
0.499911547,20064,3227,0,11983,8081,16833,491,286,284,172,112,8846,7987,299,192,2.490738571,1.796692880,60.944746814,319.689599279,7.315158844,18,0.000000000,nan,nan,0.000000000,9.380103962,1.572845038,0.031676958,0.146261009,1.750585972,1,0.500000000
0.599087477,19968,3275,0,12018,7950,16689,485,274,268,160,108,8829,7860,296,189,2.477705358,1.831939013,56.415863255,309.389665119,9.237766266,22,0.000000000,nan,nan,0.000000000,16.410743992,5.800231011,0.106820953,0.337407982,6.393618998,1,0.500000000
0.699386597,20064,3306,0,12043,8021,16754,494,281,282,172,110,8821,7933,306,188,2.481921280,1.823550715,59.732553731,390.357791725,7.504940033,18,0.000000000,nan,nan,0.000000000,8.749132976,1.511437062,0.031181960,0.162576966,1.693299972,1,0.500000000
0.799233675,19968,3348,0,12085,7883,16616,483,282,282,170,112,8806,7810,298,185,2.482971385,1.817621151,59.964742007,350.515337015,7.988452911,22,0.000000000,nan,nan,0.000000000,10.351428005,2.370715025,0.054528005,0.372608018,2.669420966,1,0.500000000
0.898989677,19968,3214,0,12049,7919,16750,496,280,278,172,106,8911,7839,307,189,2.490057825,1.777607284,59.923677299,331.070948841,5.773305893,20,0.000000000,nan,nan,0.000000000,11.852841999,3.277207026,0.063507934,0.195842003,3.648170969,1,0.500000000
