relative_time,raw_point_count,blind_rejected,front_rejected,front_raw_count,back_raw_count,feats_undistort_size,feats_down_size,eff_feat_num_first,eff_feat_num_last,front_effL,back_effL,front_undist,back_undist,front_down,back_down,front_range_med,back_range_med,t_lambda_min,r_lambda_min,imu_dt_max_ms,imu_count,imu_degraded,lidar_weak_rotation,combined_risk,near_wall,total_time,match_time,solve_time,map_incre_time,kf_update_time,deskew_enable,current_voxel_size
0.000000000,20256,3242,0,12121,8135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001071996,nan,nan,nan,nan,0,nan
0.098768711,19968,3130,0,11715,8253,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.669448853,26,0.000000000,nan,nan,nan,1.753313001,nan,nan,nan,nan,0,nan
0.198104620,19968,3207,0,11729,8239,16757,992,nan,nan,nan,nan,8518,8239,659,333,1.785144541,1.461065724,nan,nan,6.342649460,20,0.000000000,nan,nan,0.000000000,5.954649998,nan,nan,nan,nan,0,0.200000000
0.298015833,19968,3084,0,11562,8406,16880,1000,974,975,661,314,8478,8402,667,333,1.783160528,1.458023980,168.001612770,384.856909150,6.102561951,20,0.000000000,nan,nan,0.000000000,20.286233004,9.733169005,0.330515017,1.058216003,10.940787994,0,0.200000000
0.398075581,20160,3308,0,11809,8351,16848,985,856,856,577,279,8500,8348,651,334,1.786831833,1.453410471,165.100633993,336.700017576,7.925271988,16,0.000000000,nan,nan,0.000000000,21.613528996,11.092363973,0.348150992,1.302637989,12.499827004,0,0.200000000
0.498265266,19968,3039,0,11542,8426,16925,1008,839,834,577,257,8503,8422,675,333,1.790472001,1.452881769,170.717790824,314.323770693,7.261276245,24,0.000000000,nan,nan,0.000000000,20.293182999,10.511126005,0.287721006,0.467381993,11.722693002,0,0.200000000
0.598242521,20064,3257,0,11918,8146,16803,1013,811,813,565,248,8661,8142,685,328,1.779946642,1.459783188,168.565729928,331.082066627,6.909608841,18,0.000000000,nan,nan,0.000000000,18.740681000,11.457225002,0.266726987,0.199918009,12.667110001,0,0.200000000
0.698038340,19968,2937,0,11506,8462,17027,987,738,742,529,213,8565,8462,662,325,1.788926770,1.448224584,140.141027384,277.922827337,6.646394730,22,0.000000000,nan,nan,0.000000000,21.071880998,10.061373992,0.275291997,0.224089003,11.170322003,0,0.200000000
0.798029661,19872,3134,0,11749,8123,16734,1005,740,741,525,216,8611,8123,674,331,1.785398784,1.460628929,142.480367178,295.001053251,nan,1,nan,nan,nan,0.000000000,7.344913000,4.254025000,0.117110001,0.194037988,4.720500001,0,0.200000000
0.899129629,19968,2779,0,11449,8519,17185,1014,724,728,520,208,8666,8519,685,329,1.785113443,1.446617043,147.093088508,264.891914934,7.006168365,38,0.000000000,nan,nan,0.000000000,18.389827994,8.459839999,0.184311022,0.150453998,9.256879013,0,0.200000000
0.997943878,19872,2673,0,11351,8521,17195,992,716,715,511,204,8675,8520,669,323,1.778980073,1.445235119,143.960342067,268.948504425,6.711721420,18,0.000000000,nan,nan,0.000000000,22.599459990,12.330797996,0.376031006,0.315605008,13.821379005,0,0.200000000
1.098298311,19392,2230,0,11018,8374,17158,1009,738,736,529,207,8784,8374,682,327,1.779058048,1.454485653,154.803985550,265.400827740,6.219625473,13,0.000000000,nan,nan,0.000000000,15.211302001,7.248632013,0.171774984,0.138261996,8.009760990,0,0.200000000
1.197992325,19968,2965,0,11494,8474,16999,1012,723,722,523,199,8528,8471,680,332,1.788705093,1.447028306,142.200164191,261.194601530,6.581306458,30,0.000000000,nan,nan,0.000000000,16.181004001,6.655581004,0.190285020,0.075620002,7.453539001,0,0.200000000
1.298125505,19968,3037,0,11618,8350,16927,1009,701,698,507,191,8579,8348,684,325,1.791440240,1.454476908,145.710396623,250.573650982,6.015777588,20,0.000000000,nan,nan,0.000000000,15.285868998,8.841286006,0.208708996,0.118943004,9.935062000,0,0.200000000
1.398105383,19680,3049,0,11549,8131,16627,1013,696,697,497,200,8499,8128,685,328,1.792797521,1.461991602,140.119974361,249.395189990,6.098031998,11,0.000000000,nan,nan,0.000000000,13.419423994,7.358150993,0.169799008,0.131177003,8.026055992,0,0.200000000
1.496618032,20160,3100,0,11637,8523,17056,1013,695,695,496,199,8537,8519,677,336,1.788825270,1.449372619,142.355143447,266.030927112,7.724761963,25,0.000000000,nan,nan,0.000000000,15.962068996,9.203225985,0.189586994,0.164174999,9.950045001,0,0.200000000
1.598810196,20064,3130,0,11748,8316,16930,1002,699,697,490,207,8615,8315,668,334,1.779603347,1.456367104,145.275263522,253.724979066,9.234189987,22,0.000000000,nan,nan,0.000000000,17.659763995,8.809205989,0.249559016,0.166120997,9.974240005,0,0.200000000
1.703219175,19968,3056,0,11647,8321,16908,1001,710,712,502,210,8587,8321,671,330,1.787045888,1.455934732,158.703841420,272.115521155,6.868600845,22,0.000000000,nan,nan,0.000000000,18.690982004,9.050410008,0.188321996,0.120807003,9.788473995,0,0.200000000
1.797973394,19968,3100,0,11669,8299,16864,1000,699,693,484,209,8565,8299,663,337,1.781509713,1.461164611,147.356775235,257.162093905,6.855964661,20,0.000000000,nan,nan,0.000000000,19.029614996,10.272128013,0.256941014,0.136981995,11.401869997,0,0.200000000
1.897943020,20064,3070,0,11684,8380,16990,1006,700,700,490,210,8610,8380,670,336,1.783010781,1.451941624,164.089098271,262.799023740,6.368398666,18,0.000000000,nan,nan,0.000000000,13.994117005,7.966945006,0.199525995,0.165480000,8.759292992,0,0.200000000
1.998036861,19968,3084,0,11595,8373,16880,1021,710,705,497,208,8509,8371,682,339,1.782165508,1.454997563,147.432337266,259.645335252,6.965637207,22,0.000000000,nan,nan,0.000000000,14.046666998,6.441852005,0.142288001,0.106531996,7.086619997,0,0.200000000
2.097992182,19968,3018,0,11469,8499,16946,981,688,682,489,193,8451,8495,658,323,1.784325564,1.447199664,144.682741636,262.750299741,8.244991302,20,0.000000000,nan,nan,0.000000000,9.658003997,2.553760991,0.076299984,0.091604001,2.874008002,0,0.200000000
2.197993279,20160,3225,0,11722,8438,16931,1004,669,674,481,193,8494,8437,672,332,1.781520417,1.449495407,143.288945229,249.455288085,5.347967148,8,0.000000000,nan,nan,0.000000000,14.411291995,7.126770986,0.180299001,0.133303998,7.916970004,0,0.200000000
2.298375845,19968,3032,0,11452,8516,16932,989,679,679,489,190,8420,8512,657,332,1.783006713,1.443308156,144.262119871,267.136994168,8.057832718,32,0.000000000,nan,nan,0.000000000,19.838337001,9.042988007,0.213129009,0.272006000,9.977626003,0,0.200000000
2.398097754,20064,3209,0,11873,8191,16851,1001,671,678,483,195,8664,8187,672,329,1.774670524,1.452471685,141.580140013,256.432642681,6.235122681,18,0.000000000,nan,nan,0.000000000,15.788656994,9.403012009,0.257139007,0.198131005,10.446454005,0,0.200000000
2.498366356,19872,3005,0,11388,8484,16863,982,679,682,482,200,8379,8484,651,331,1.777228478,1.441329934,139.333296235,256.837894420,5.525827408,4,0.000000000,nan,nan,0.000000000,12.040282993,6.513358006,0.181219992,0.141137993,7.405250988,0,0.200000000
